,FraudFound_P,AccidentArea_Urban,Sex_Male,Fault_Third Party,PoliceReportFiled_Yes,WitnessPresent_Yes,AgentType_Internal,MaritalStatus_Others,MaritalStatus_Single,Days_Policy_Accident_more than 30,Days_Policy_Claim_more than 30,AddressChange_Claim_no change,NumberOfCars_Others,PolicyType_Sport,PolicyType_Utility,VehicleCategory_Sport,VehicleCategory_Utility,Year_1995,Year_1996,BasePolicy_Collision,BasePolicy_Liability,VehiclePrice,Deductible,DriverRating,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,Month,WeekOfMonth,DayOfWeek,Make,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,RepNumber,Age_log
3632,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,2,5,4,0,0.09151047409040794,0.23068940917050393,0.14002205071664828,0.15266878526493288,0.17251443024839483,0.09378040080420261,0.24126078215189053,0.0639470782800441,3.4965075614664802
3633,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,3,4,1,0.09151047409040794,0.23068940917050393,0.14002205071664828,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.24126078215189053,0.057850703677281276,3.4339872044851463
3634,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,1,1,1,6,4,3,0.08210649199040146,0.20669304105324598,0.11317206044490563,0.04565795447175563,0.17251443024839483,0.08346844801867825,0.23237564044360853,0.06336338283935404,3.5553480614894135
3635,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,2,2,7,6,2,0.08210649199040146,0.20669304105324598,0.11317206044490563,0.10902133731110968,0.24366041896361632,0.08346844801867825,0.24126078215189053,0.06038005058693819,3.8501476017100584
3636,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,1,0,3,5,4,3,0.09151047409040794,0.22037745638497958,0.11317206044490563,0.15266878526493288,0.24366041896361632,0.09378040080420261,0.22264738309877424,0.06271483234969842,3.4657359027997265
3637,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,5,4,3,0.09151047409040794,0.22037745638497958,0.158570594720799,0.2024126078215189,0.21888579025877164,0.09378040080420261,0.22264738309877424,0.06038005058693819,3.4011973816621555
3638,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,2,0.09151047409040794,0.22037745638497958,0.158570594720799,0.24884882288086127,0.17251443024839483,0.08346844801867825,0.22368506388222323,0.059147804656592515,3.6635616461296463
3639,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,5,4,0,0.09151047409040794,0.23068940917050393,0.14093002140216615,0.1815941371035735,0.17251443024839483,0.09378040080420261,0.24126078215189053,0.061482586419352746,3.58351893845611
3640,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,3,5,4,3,0.09151047409040794,0.23607237823464558,0.12854270704974383,0.24884882288086127,0.19138724949737337,0.09378040080420261,0.23237564044360853,0.06933004734418574,3.5263605246161616
3641,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,5,1,1,1,2,1,0,0.09151047409040794,0.23607237823464558,0.158570594720799,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.23237564044360853,0.06401193332900966,2.833213344056216
3642,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,5,1,1,1,7,6,0,0.08333873792074713,0.10616771515662494,0.158570594720799,0.1815941371035735,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.06401193332900966,3.9318256327243257
3643,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,7,6,1,0.08333873792074713,0.22037745638497958,0.158570594720799,0.24884882288086127,0.17251443024839483,0.09378040080420261,0.24126078215189053,0.0647901939165964,3.9318256327243257
3644,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,5,4,0,0.08333873792074713,0.22037745638497958,0.14093002140216615,0.10902133731110968,0.19138724949737337,0.09378040080420261,0.22368506388222323,0.06401193332900966,3.4339872044851463
3645,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0.09151047409040794,0.23068940917050393,0.16959595304494454,0.1815941371035735,0.16194305726700825,0.09378040080420261,0.23237564044360853,0.061482586419352746,3.713572066704308
3646,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,7,5,0,0.09151047409040794,0.23068940917050393,0.16959595304494454,0.24884882288086127,0.19138724949737337,0.09378040080420261,0.23237564044360853,0.0647901939165964,3.6375861597263857
3647,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,5,1,0,0,4,3,3,0.09151047409040794,0.23068940917050393,0.16959595304494454,0.15266878526493288,0.19138724949737337,0.09378040080420261,0.24126078215189053,0.06271483234969842,3.1354942159291497
3648,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,0,2,5,4,3,0.08865685193592321,0.23607237823464558,0.12854270704974383,0.24884882288086127,0.19138724949737337,0.09151047409040794,0.23237564044360853,0.06401193332900966,3.4657359027997265
3649,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,3,2,5,4,1,0.09151047409040794,0.20669304105324598,0.11317206044490563,0.04565795447175563,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.062001426811077245,3.295836866004329
3650,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,2,4,4,0,0.09151047409040794,0.20669304105324598,0.16959595304494454,0.2024126078215189,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.06401193332900966,3.58351893845611
3651,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,4,4,1,0.08333873792074713,0.10616771515662494,0.14093002140216615,0.24884882288086127,0.16194305726700825,0.09378040080420261,0.24126078215189053,0.06401193332900966,3.367295829986474
3652,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,2,0.08333873792074713,0.22037745638497958,0.16959595304494454,0.24884882288086127,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.06154744146831831,3.5553480614894135
3653,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,5,1,0,2,4,4,1,0.08333873792074713,0.10616771515662494,0.14916661262079253,0.24884882288086127,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.0647901939165964,3.4339872044851463
3654,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0,6,5,0,0.08333873792074713,0.10616771515662494,0.158570594720799,0.029184772034502884,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.062001426811077245,3.784189633918261
3655,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,5,1,0,0,7,5,1,0.08333873792074713,0.10616771515662494,0.158570594720799,0.03061158311174525,0.24366041896361632,0.09378040080420261,0.24126078215189053,0.0639470782800441,3.6109179126442243
3656,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,6,5,2,0.08333873792074713,0.10616771515662494,0.14093002140216615,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.22368506388222323,0.06271483234969842,3.8066624897703196
3657,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,5,3,1,0,6,5,0,0.08333873792074713,0.10616771515662494,0.14093002140216615,0.10902133731110968,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.06271483234969842,3.6888794541139363
3658,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,6,5,3,0.09151047409040794,0.20669304105324598,0.16959595304494454,0.1815941371035735,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.062001426811077245,3.6635616461296463
3659,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,3,0,4,4,3,0.09151047409040794,0.20669304105324598,0.16959595304494454,0.1815941371035735,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.06109345612555937,3.5553480614894135
3660,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,3,0,7,5,0,0.08865685193592321,0.23607237823464558,0.12854270704974383,0.029184772034502884,0.24366041896361632,0.09151047409040794,0.22264738309877424,0.06102860107659381,3.6635616461296463
3661,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,7,6,0,0.08865685193592321,0.23607237823464558,0.12854270704974383,0.2024126078215189,0.21888579025877164,0.09151047409040794,0.23237564044360853,0.06329852779038848,3.9512437185814275
3662,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,7,6,0,0.09151047409040794,0.20669304105324598,0.14093002140216615,0.2024126078215189,0.16194305726700825,0.09378040080420261,0.24126078215189053,0.0639470782800441,3.912023005428146
3663,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,1,3,5,5,1,0.09151047409040794,0.23068940917050393,0.16959595304494454,0.10902133731110968,0.17251443024839483,0.09378040080420261,0.24126078215189053,0.0639470782800441,3.7612001156935624
3664,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,2,6,6,1,0.09151047409040794,0.23068940917050393,0.12854270704974383,0.2024126078215189,0.17251443024839483,0.09378040080420261,0.24126078215189053,0.057850703677281276,3.9318256327243257
3665,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,3,2,7,5,3,0.09151047409040794,0.23068940917050393,0.12854270704974383,0.24884882288086127,0.19138724949737337,0.09378040080420261,0.24126078215189053,0.06336338283935404,3.828641396489095
3666,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,8,2,0.09151047409040794,0.23068940917050393,0.12854270704974383,0.10902133731110968,0.24366041896361632,0.09378040080420261,0.24126078215189053,0.06933004734418574,4.276666119016055
3667,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,1,0,1,0,0,0,0.09151047409040794,0.23068940917050393,0.14002205071664828,0.1815941371035735,0.17251443024839483,0.09378040080420261,0.24126078215189053,0.06336338283935404,3.713572066704308
3668,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,0,2,7,6,3,0.09151047409040794,0.23607237823464558,0.158570594720799,0.24884882288086127,0.21888579025877164,0.09378040080420261,0.23237564044360853,0.06154744146831831,4.007333185232471
3669,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,1,1,3,5,4,0,0.09151047409040794,0.23607237823464558,0.158570594720799,0.2024126078215189,0.16194305726700825,0.09378040080420261,0.23237564044360853,0.061482586419352746,3.5553480614894135
3670,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,0,6,6,0,0.09151047409040794,0.23607237823464558,0.14002205071664828,0.2024126078215189,0.19138724949737337,0.09378040080420261,0.22264738309877424,0.06401193332900966,3.8918202981106265
3671,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7,6,0,0.09151047409040794,0.23607237823464558,0.14916661262079253,0.2024126078215189,0.21888579025877164,0.09378040080420261,0.23237564044360853,0.06038005058693819,4.02535169073515
3672,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,1,4,4,2,0.09151047409040794,0.23607237823464558,0.14916661262079253,0.15266878526493288,0.17251443024839483,0.09378040080420261,0.23237564044360853,0.06154744146831831,3.4339872044851463
3673,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,3,4,6,1,0.08820286659316427,0.23607237823464558,0.16959595304494454,0.03061158311174525,0.17251443024839483,0.08742460600557754,0.23237564044360853,0.06329852779038848,3.9512437185814275
3674,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,3,2,5,4,0,0.08865685193592321,0.23607237823464558,0.11317206044490563,0.24884882288086127,0.24366041896361632,0.09151047409040794,0.23237564044360853,0.06271483234969842,3.332204510175204
3675,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,3,6,5,2,0.09151047409040794,0.20669304105324598,0.16959595304494454,0.04565795447175563,0.19138724949737337,0.09378040080420261,0.22264738309877424,0.06401193332900966,3.7376696182833684
3676,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,7,6,3,0.09151047409040794,0.20669304105324598,0.14916661262079253,0.24884882288086127,0.19138724949737337,0.09378040080420261,0.22368506388222323,0.06933004734418574,3.871201010907891
3677,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,2,6,5,3,0.09151047409040794,0.23068940917050393,0.14916661262079253,0.1815941371035735,0.21888579025877164,0.09378040080420261,0.24126078215189053,0.057850703677281276,3.6635616461296463
3678,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,5,6,2,0.09151047409040794,0.23068940917050393,0.14002205071664828,0.24884882288086127,0.24366041896361632,0.08346844801867825,0.24126078215189053,0.06109345612555937,3.9512437185814275
3679,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,5,4,3,0.09151047409040794,0.23068940917050393,0.158570594720799,0.1815941371035735,0.16194305726700825,0.09378040080420261,0.24126078215189053,0.06401193332900966,3.4011973816621555
3680,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,3,5,4,3,0.08865685193592321,0.23607237823464558,0.11317206044490563,0.2024126078215189,0.16194305726700825,0.09151047409040794,0.23237564044360853,0.059147804656592515,3.4657359027997265
3681,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,1,5,4,0,0.09151047409040794,0.22037745638497958,0.14002205071664828,0.2024126078215189,0.19138724949737337,0.08346844801867825,0.22368506388222323,0.06109345612555937,3.367295829986474
3682,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,6,6,0,0.08865685193592321,0.23607237823464558,0.11317206044490563,0.04565795447175563,0.19138724949737337,0.09151047409040794,0.22264738309877424,0.059147804656592515,3.9318256327243257
3683,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,2,6,4,1,0.08210649199040146,0.23068940917050393,0.14002205071664828,0.15266878526493288,0.16194305726700825,0.08346844801867825,0.24126078215189053,0.059147804656592515,3.367295829986474
3684,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,5,5,0,0.08042026071729684,0.22037745638497958,0.12854270704974383,0.24884882288086127,0.16194305726700825,0.08684091056488748,0.23237564044360853,0.057850703677281276,3.6109179126442243
3685,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,3,7,5,0,0.08042026071729684,0.22037745638497958,0.12854270704974383,0.24884882288086127,0.19138724949737337,0.08333873792074713,0.22368506388222323,0.0639470782800441,3.6888794541139363
3686,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,7,6,1,0.08210649199040146,0.23068940917050393,0.16959595304494454,0.2024126078215189,0.24366041896361632,0.08346844801867825,0.24126078215189053,0.0639470782800441,4.02535169073515
3687,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,6,5,0,0.08865685193592321,0.23607237823464558,0.11317206044490563,0.10902133731110968,0.19138724949737337,0.09151047409040794,0.23237564044360853,0.06154744146831831,3.6109179126442243
3688,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,0,6,4,3,0.08210649199040146,0.23068940917050393,0.14093002140216615,0.04565795447175563,0.16194305726700825,0.08346844801867825,0.24126078215189053,0.0639470782800441,3.295836866004329
3689,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,3,0,6,4,2,0.08210649199040146,0.20669304105324598,0.16959595304494454,0.10902133731110968,0.21888579025877164,0.08346844801867825,0.24126078215189053,0.06401193332900966,3.4339872044851463
3690,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,3,1,6,4,0,0.08210649199040146,0.20669304105324598,0.16959595304494454,0.1815941371035735,0.19138724949737337,0.08346844801867825,0.24126078215189053,0.06336338283935404,3.58351893845611
3691,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,3,2,5,4,3,0.08210649199040146,0.23068940917050393,0.14002205071664828,0.15266878526493288,0.17251443024839483,0.08346844801867825,0.24126078215189053,0.06102860107659381,3.5553480614894135
3692,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,0.08865685193592321,0.23607237823464558,0.11317206044490563,0.24884882288086127,0.16194305726700825,0.08385757831247162,0.22368506388222323,0.06154744146831831,3.258096538021482
3693,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,6,4,0,0.08210649199040146,0.20669304105324598,0.158570594720799,0.24884882288086127,0.17251443024839483,0.08742460600557754,0.22264738309877424,0.06038005058693819,3.332204510175204
3694,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,6,4,0,0.09151047409040794,0.22037745638497958,0.14002205071664828,0.24884882288086127,0.16194305726700825,0.08346844801867825,0.22368506388222323,0.06271483234969842,3.4965075614664802
3695,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,7,6,0,0.08820286659316427,0.23068940917050393,0.11317206044490563,0.24884882288086127,0.24366041896361632,0.08742460600557754,0.23237564044360853,0.06102860107659381,3.8918202981106265
3696,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,1,3,2,5,4,3,0.08820286659316427,0.23068940917050393,0.11317206044490563,0.10902133731110968,0.24366041896361632,0.08742460600557754,0.22264738309877424,0.059147804656592515,3.4011973816621555
3697,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,2,4,4,0,0.08210649199040146,0.23068940917050393,0.14916661262079253,0.2024126078215189,0.19138724949737337,0.08346844801867825,0.24126078215189053,0.06038005058693819,3.367295829986474
3698,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,5,4,0,0.08210649199040146,0.23068940917050393,0.14916661262079253,0.2024126078215189,0.19138724949737337,0.08742460600557754,0.22368506388222323,0.059147804656592515,3.58351893845611
3699,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,3,6,5,2,0.08210649199040146,0.20669304105324598,0.14916661262079253,0.2024126078215189,0.19138724949737337,0.08346844801867825,0.22368506388222323,0.06933004734418574,3.784189633918261
3700,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,6,1,0.09151047409040794,0.10616771515662494,0.158570594720799,0.24884882288086127,0.19138724949737337,0.08346844801867825,0.24126078215189053,0.06329852779038848,3.871201010907891
3701,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0,6,5,1,0.09151047409040794,0.10616771515662494,0.12854270704974383,0.24884882288086127,0.21888579025877164,0.08742460600557754,0.24126078215189053,0.06933004734418574,3.6635616461296463
3702,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,6,4,2,0.09151047409040794,0.22037745638497958,0.158570594720799,0.1815941371035735,0.24366041896361632,0.09378040080420261,0.22264738309877424,0.0639470782800441,3.295836866004329
3703,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,3,2,4,4,0,0.09151047409040794,0.22037745638497958,0.11317206044490563,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.22264738309877424,0.06401193332900966,3.58351893845611
3704,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,6,5,0,0.09151047409040794,0.23607237823464558,0.14002205071664828,0.029184772034502884,0.16194305726700825,0.09378040080420261,0.22264738309877424,0.06336338283935404,3.6888794541139363
3705,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,5,4,0,0.09151047409040794,0.23607237823464558,0.16959595304494454,0.2024126078215189,0.21888579025877164,0.08346844801867825,0.22368506388222323,0.0639470782800441,3.5553480614894135
3706,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,1,7,6,2,0.08865685193592321,0.23607237823464558,0.16959595304494454,0.24884882288086127,0.19138724949737337,0.09151047409040794,0.23237564044360853,0.0639470782800441,3.9512437185814275
3707,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,2,2,6,5,2,0.09151047409040794,0.23068940917050393,0.14093002140216615,0.24884882288086127,0.21888579025877164,0.08346844801867825,0.22264738309877424,0.06329852779038848,3.784189633918261
3708,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,6,4,1,0.09151047409040794,0.20669304105324598,0.11317206044490563,0.2024126078215189,0.24366041896361632,0.09378040080420261,0.24126078215189053,0.06038005058693819,3.332204510175204
3709,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,6,4,3,0.08333873792074713,0.10616771515662494,0.14916661262079253,0.2024126078215189,0.19138724949737337,0.08346844801867825,0.23237564044360853,0.057850703677281276,3.4339872044851463
3710,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,5,4,2,0.08333873792074713,0.23607237823464558,0.14093002140216615,0.029184772034502884,0.21888579025877164,0.08742460600557754,0.23237564044360853,0.06336338283935404,3.295836866004329
3711,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,5,1,2,2,6,5,1,0.08333873792074713,0.23068940917050393,0.14002205071664828,0.04565795447175563,0.19138724949737337,0.09378040080420261,0.23237564044360853,0.06401193332900966,3.6635616461296463
3712,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,6,5,3,0.08210649199040146,0.23607237823464558,0.16959595304494454,0.15266878526493288,0.21888579025877164,0.08346844801867825,0.23237564044360853,0.059147804656592515,3.6635616461296463
3713,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,4,0,0.08210649199040146,0.23607237823464558,0.16959595304494454,0.2024126078215189,0.21888579025877164,0.08346844801867825,0.23237564044360853,0.0639470782800441,3.4965075614664802
3714,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,7,5,3,0.08820286659316427,0.10616771515662494,0.14002205071664828,0.2024126078215189,0.16194305726700825,0.08742460600557754,0.08003113042350347,0.062001426811077245,3.784189633918261
3715,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,5,6,0,0.08820286659316427,0.23607237823464558,0.12854270704974383,0.2024126078215189,0.21888579025877164,0.08742460600557754,0.22264738309877424,0.0647901939165964,4.007333185232471
3716,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,3,7,6,0,0.08820286659316427,0.23607237823464558,0.11317206044490563,0.1815941371035735,0.24366041896361632,0.08742460600557754,0.23237564044360853,0.0639470782800441,3.8501476017100584
3717,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,5,4,0,0.08820286659316427,0.23068940917050393,0.158570594720799,0.15266878526493288,0.16194305726700825,0.08742460600557754,0.24126078215189053,0.0639470782800441,3.58351893845611
3718,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,6,3,0.08820286659316427,0.23068940917050393,0.14093002140216615,0.24884882288086127,0.17251443024839483,0.08742460600557754,0.24126078215189053,0.06933004734418574,3.8501476017100584
3719,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,4,4,0,0.08145794150074584,0.23068940917050393,0.11317206044490563,0.2024126078215189,0.19138724949737337,0.07944743498281341,0.22264738309877424,0.062001426811077245,3.367295829986474
3720,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,1,6,5,3,0.08210649199040146,0.23068940917050393,0.16959595304494454,0.24884882288086127,0.21888579025877164,0.08346844801867825,0.22264738309877424,0.06154744146831831,3.7612001156935624
3721,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,6,4,2,0.08820286659316427,0.23068940917050393,0.158570594720799,0.04565795447175563,0.24366041896361632,0.08742460600557754,0.24126078215189053,0.06336338283935404,3.295836866004329
3722,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,2,2,3,6,5,3,0.08865685193592321,0.23607237823464558,0.16959595304494454,0.2024126078215189,0.21888579025877164,0.09151047409040794,0.23237564044360853,0.0647901939165964,3.713572066704308
3723,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,5,4,0,0.08865685193592321,0.23607237823464558,0.16959595304494454,0.10902133731110968,0.21888579025877164,0.09151047409040794,0.22264738309877424,0.06102860107659381,3.4339872044851463
3724,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,7,8,2,0.08865685193592321,0.23607237823464558,0.16959595304494454,0.24884882288086127,0.21888579025877164,0.09151047409040794,0.23237564044360853,0.06038005058693819,4.204692619390966
3725,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,1,3,3,6,5,0,0.07789091380763992,0.20669304105324598,0.158570594720799,0.1815941371035735,0.16194305726700825,0.08333873792074713,0.22368506388222323,0.06109345612555937,3.6888794541139363
3726,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,3,4,0,0.08865685193592321,0.23607237823464558,0.16959595304494454,0.2024126078215189,0.19138724949737337,0.09151047409040794,0.23237564044360853,0.06401193332900966,3.58351893845611
3727,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,6,5,3,0.07309164018418834,0.20669304105324598,0.158570594720799,0.24884882288086127,0.21888579025877164,0.07302678513522277,0.23237564044360853,0.06401193332900966,3.7612001156935624
3728,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,1,5,4,0,0.08301446267591932,0.20669304105324598,0.16959595304494454,0.15266878526493288,0.21888579025877164,0.08243076723522927,0.22368506388222323,0.06336338283935404,3.332204510175204
